No.;SiglaProyecto;NombreProyecto;NombreEstacionPeaje; 2016Ene ; 2016Feb ; 2016Mar ; 2016Abr ; 2016May ; 2016Jun ; 2016Jul ; 2016Ago ; 2016Sep ; 2016Oct ; 2016Nov ; 2016Dic ; 2017Ene ; 2017Feb ; 2017Mar ; 2017Abr ; 2017May ; 2017Jun ; 2017Jul ; 2017Ago ; 2017Sep ; 2017Oct ; 2017Nov ; 2017Dic ; 2018Ene ; 2018Feb ; 2018Mar ; 2018Abr ; 2018May ; 2018Jun ; 2018Jul ; 2018Ago ; 2018Sept ; 2018Oct ; 2018Nov ; 2018Dic 
1;APM;ARMENIA-PEREIRA-MANIZALES;CIRCASIA; 272.350 ; 191.931 ; 237.172 ; 196.234 ; 216.590 ; 219.414 ; 237.731 ; 230.308 ; 207.972 ; 233.360 ; 224.161 ; 269.845 ; 9.060 ; 7.007 ; 7.006 ; 7.992 ; 7.020 ; 7.778 ; 7.940 ; 7.737 ; 7.250 ; 7.766 ; 7.780 ; 9.293 ; 289.888 ; 203.841 ; 254.102 ; 219.547 ; 222.486 ; 199.905 ; 256.688 ; 247.892 ; 230.464 ; 247.173 ; 240.944 ; 300.383 
2;APM;ARMENIA-PEREIRA-MANIZALES;COROZAL; 229.713 ; 159.011 ; 201.959 ; 163.674 ; 181.470 ; 174.883 ; 186.880 ; 204.749 ; 179.382 ; 193.508 ; 186.849 ; 220.990 ; 7.368 ; 5.707 ; 5.538 ; 6.538 ; 5.074 ; 6.312 ; 6.553 ; 6.256 ; 5.941 ; 6.271 ; 6.095 ; 7.091 ; 226.678 ; 159.986 ; 198.039 ; 175.620 ; 171.792 ; 159.998 ; 204.259 ; 195.559 ; 182.830 ; 201.643 ; 190.100 ; 224.507 
3;APM;ARMENIA-PEREIRA-MANIZALES;PAVAS; 128.523 ; 88.179 ; 103.801 ; 90.936 ; 97.476 ; 97.013 ; 105.797 ; 101.695 ; 95.892 ; 108.653 ; 104.341 ; 122.900 ; 4.304 ; 3.198 ; 3.304 ; 3.598 ; 4.192 ; 3.555 ; 3.556 ; 3.551 ; 3.415 ; 3.651 ; 4.177 ; 4.307 ; 140.770 ; 102.959 ; 117.668 ; 107.033 ; 109.986 ; 93.357 ; 118.587 ; 118.063 ; 104.595 ; 114.612 ; 109.240 ; 128.892 
4;APM;ARMENIA-PEREIRA-MANIZALES;SAN BERNARDO; 111.341 ; 80.790 ; 98.452 ; 82.138 ; 93.916 ; 90.960 ; 102.911 ; 98.189 ; 89.227 ; 99.515 ; 95.606 ; 122.625 ; 3.755 ; 2.974 ; 2.926 ; 2.908 ; 2.681 ; 3.168 ; 3.320 ; 3.133 ; 3.214 ; 3.057 ; 3.498 ; 3.906 ; 98.673 ; 53.077 ; 79.091 ; 67.491 ; 61.570 ; 58.360 ; 71.016 ; 69.836 ; 66.403 ; 73.853 ; 76.567 ; 100.459 
5;APM;ARMENIA-PEREIRA-MANIZALES;SANTAGUEDA; 138.482 ; 89.924 ; 120.544 ; 88.754 ; 101.169 ; 93.851 ; 101.415 ; 116.768 ; 94.668 ; 106.737 ; 100.826 ; 125.486 ; 4.413 ; 3.077 ; 3.038 ; 3.620 ; 2.835 ; 3.504 ; 3.443 ; 3.435 ; 3.102 ; 3.339 ; 3.274 ; 4.002 ; 91.233 ; 12.290 ; 59.931 ; 70.013 ; 58.064 ; 57.158 ; 73.155 ; 72.017 ; 62.237 ; 70.119 ; 67.190 ; 93.636 
6;APM;ARMENIA-PEREIRA-MANIZALES;TARAPACA I; 102.351 ; 79.860 ; 87.081 ; 80.870 ; 83.168 ; 72.835 ; 80.616 ; 151.346 ; 165.040 ; 99.615 ; 93.678 ; 101.941 ; 3.541 ; 3.039 ; 2.902 ; 2.955 ; 2.743 ; 2.947 ; 2.951 ; 2.941 ; 2.832 ; 2.874 ; 2.802 ; 3.383 ; 96.067 ; 59.858 ; 69.606 ; 72.441 ; 71.817 ; 60.035 ; 73.961 ; 73.372 ; 69.485 ; 74.292 ; 69.941 ; 80.484 
7;APM;ARMENIA-PEREIRA-MANIZALES;TARAPACA II; 290.506 ; 202.772 ; 252.465 ; 210.482 ; 233.791 ; 231.486 ; 242.645 ; 185.606 ; 138.327 ; 234.563 ; 227.970 ; 278.000 ; 9.326 ; 6.943 ; 7.103 ; 8.005 ; 7.244 ; 8.055 ; 8.072 ; 7.875 ; 7.342 ; 7.880 ; 8.081 ; 9.473 ; 276.101 ; 170.038 ; 240.857 ; 223.729 ; 221.877 ; 201.231 ; 252.421 ; 247.129 ; 221.736 ; 241.749 ; 234.737 ; 290.338 
8;SV;BOGOTÁ - SIBERIA - LA PUNTA - EL VINO - VILLETA;CAIQUERO; 275.069 ; 142.564 ; 208.017 ; 143.959 ; 175.161 ; 184.340 ; 211.533 ; 186.802 ; 159.077 ; 200.521 ; 191.994 ; 258.301 ; 9.247 ; 5.305 ; 5.522 ; 7.097 ; 5.482 ; 6.913 ; 6.857 ; 6.579 ; 5.510 ; 6.714 ; 6.530 ; 9.126 ; 297.080 ; 153.451 ; 219.167 ; 176.086 ; 176.462 ; 214.556 ; 226.198 ; 207.882 ; 173.691 ; 208.560 ; 203.104 ; 282.390 
9;SV;BOGOTÁ - SIBERIA - LA PUNTA - EL VINO - VILLETA;SIBERIA; 593.082 ; 434.027 ; 521.217 ; 453.812 ; 506.815 ; 504.687 ; 549.385 ; 509.549 ; 457.250 ; 517.612 ; 489.411 ; 577.447 ; 18.578 ; 14.895 ; 15.244 ; 17.252 ; 15.689 ; 17.215 ; 17.111 ; 16.980 ; 15.720 ; 17.219 ; 17.231 ; 20.121 ; 601.053 ; 440.175 ; 539.342 ; 480.563 ; 492.264 ; 532.519 ; 558.465 ; 543.760 ; 498.169 ; 537.613 ; 525.803 ; 636.909 
10;BV;BOGOTÁ - VILLAVICENCIO;BOQUERON I Y BOQUERON II; 438.592 ; 313.211 ; 374.909 ; 304.595 ; 340.728 ; 336.393 ; 356.542 ; 343.649 ; 317.735 ; 370.791 ; 351.529 ; 416.282 ; 13.724 ; 10.485 ; 10.884 ; 12.164 ; 10.614 ; 11.179 ; 10.926 ; 11.458 ; 10.463 ; 11.835 ; 11.571 ; 13.944 ; 424.730 ; 267.356 ; 362.131 ; 319.917 ; 309.874 ; 347.000 ; 341.511 ; 299.331 ; 283.197 ; 348.864 ; 344.823 ; 419.129 
12;BV;BOGOTÁ - VILLAVICENCIO;NARANJAL; 393.792 ; 274.556 ; 330.945 ; 266.336 ; 294.629 ; 293.574 ; 308.578 ; 297.455 ; 274.606 ; 319.896 ; 300.527 ; 358.023 ; 12.028 ; 8.924 ; 9.351 ; 10.507 ; 8.937 ; 9.377 ; 9.237 ; 9.899 ; 8.937 ; 10.171 ; 9.864 ; 12.046 ; 371.073 ; 220.522 ; 307.081 ; 269.005 ; 251.936 ; 293.282 ; 281.950 ; 234.460 ; 225.968 ; 291.074 ; 285.413 ; 355.037 
13;BV;BOGOTÁ - VILLAVICENCIO;PIPIRAL; 383.422 ; 263.307 ; 319.108 ; 253.478 ; 281.955 ; 282.980 ; 300.970 ; 287.844 ; 266.136 ; 314.772 ; 296.512 ; 354.844 ; 11.952 ; 8.850 ; 9.281 ; 10.488 ; 8.905 ; 9.310 ; 9.132 ; 9.835 ; 8.876 ; 10.131 ; 9.856 ; 12.054 ; 372.908 ; 223.727 ; 310.837 ; 273.412 ; 255.888 ; 295.927 ; 283.925 ; 238.006 ; 232.825 ; 298.317 ; 293.347 ; 361.040 
14;CB;CARTAGENA-BARRANQUILLA;MARAHUACO; 150.624 ; 116.039 ; 130.521 ; 105.685 ; 115.154 ; 117.870 ; 133.283 ; 122.998 ; 111.392 ; 121.392 ; 114.890 ; 132.956 ; 4.789 ; 4.117 ; 3.702 ; 4.026 ; 3.366 ; 3.858 ; 4.040 ; 3.767 ; 3.789 ; 4.146 ; 3.849 ; 4.490 ; 152.528 ; 119.145 ; 136.019 ; 117.994 ; 111.282 ; 120.184 ; 135.429 ; 129.188 ; 114.964 ; 127.497 ; 125.773 ; 154.819 
15;CB;CARTAGENA-BARRANQUILLA;PAPIROS; 40.298 ; 42.069 ; 42.931 ; 45.849 ; 47.031 ; 37.946 ; 32.533 ; 37.712 ; 38.920 ; 29.337 ; 27.283 ; 27.521 ; 1.062 ; 1.016 ; 1.116 ; 1.075 ; 1.241 ; 1.168 ; 1.044 ; 1.319 ; 1.524 ; 1.530 ; 1.760 ; 1.513 ; 48.567 ; 44.770 ; 50.705 ; 56.273 ; 56.995 ; 44.371 ; 134.189 ; 54.368 ; 55.416 ; 55.238 ; 54.656 ; 51.989 
16;CB;CARTAGENA-BARRANQUILLA;PUERTO COLOMBIA; 224.862 ; 161.503 ; 193.958 ; 149.624 ; 170.995 ; 168.219 ; 198.028 ; 173.502 ; 154.640 ; 170.667 ; 159.063 ; 189.124 ; 6.963 ; 5.704 ; 5.217 ; 5.979 ; 4.870 ; 5.665 ; 5.912 ; 5.438 ; 5.221 ; 5.787 ; 5.593 ; 6.509 ; 214.778 ; 159.335 ; 191.824 ; 157.748 ; 154.361 ; 176.143 ; 201.883 ; 184.915 ; 163.986 ; 179.552 ; 181.665 ; 220.649 
17;DVN;DESARROLLO VIAL DEL NORTE DE BOGOTÁ;ANDES; 1.036.048 ; 1.001.589 ; 1.058.358 ; 1.025.509 ; 1.066.629 ; 1.039.355 ; 1.047.928 ; 1.103.631 ; 1.076.323 ; 1.119.480 ; 1.094.885 ; 1.247.473 ; 34.749 ; 35.589 ; 35.253 ; 35.577 ; 35.534 ; 36.572 ; 36.150 ; 36.998 ; 36.328 ; 36.493 ; 37.312 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
18;DVN;DESARROLLO VIAL DEL NORTE DE BOGOTÁ;FUSCA; 85.477 ; 96.283 ; 99.700 ; 104.633 ; 108.070 ; 96.278 ; 89.580 ; 104.129 ; 108.411 ; 104.041 ; 105.452 ; 107.204 ; 2.772 ; 3.661 ; 3.752 ; 3.312 ; 3.356 ; 3.110 ; 2.871 ; 3.384 ; 3.263 ; 3.151 ; 3.331 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
19;DVN;DESARROLLO VIAL DEL NORTE DE BOGOTÁ;UNISABANA; 6.918 ; 7.898 ; 8.454 ; 7.808 ; 7.005 ; 6.104 ; 6.307 ; 8.184 ; 5.835 ; 6.378 ; 7.062 ; 7.393 ; 208 ; 233 ; 211 ; 205 ; 223 ; 225 ; 220 ; 226 ; 230 ; 230 ; 239 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
20;DVM;DESARROLLO VIAL DEL ORIENTE DE MEDELLÍN;COCORNA; 180.523 ; 108.380 ; 142.183 ; 106.275 ; 120.986 ; 123.520 ; 123.667 ; 137.984 ; 118.759 ; 143.992 ; 141.380 ; 176.893 ; 5.825 ; 4.138 ; 4.108 ; 4.913 ; 4.247 ; 4.994 ; 4.926 ; 4.875 ; 4.286 ; 4.769 ; 4.839 ; 6.047 ; 199.901 ; 121.191 ; 154.535 ; 133.044 ; 128.955 ; 151.143 ; 157.154 ; 153.711 ; -   ; -   ; -   ; -   
21;DVM;DESARROLLO VIAL DEL ORIENTE DE MEDELLÍN;GUARNE; 679.452 ; 531.865 ; 608.554 ; 536.188 ; 596.588 ; 588.643 ; 597.034 ; 634.257 ; 579.692 ; 546.704 ; 497.690 ; 600.295 ; 7.080 ; 18.141 ; 18.139 ; 19.516 ; 18.869 ; 19.970 ; 20.633 ; 20.129 ; 18.971 ; 19.467 ; 20.217 ; 22.775 ; 691.087 ; 549.527 ; 639.142 ; 588.284 ; 602.788 ; 647.580 ; 674.174 ; 674.263 ; 621.268 ; 651.998 ; 647.119 ; 764.383 
22;DVM;DESARROLLO VIAL DEL ORIENTE DE MEDELLÍN;LAS PALMAS; 276.928 ; 262.642 ; 282.694 ; 265.708 ; 286.889 ; 277.802 ; 293.479 ; 292.965 ; 281.103 ; 298.662 ; 300.545 ; 338.457 ; 11.000 ; 9.743 ; 9.421 ; 9.587 ; 9.593 ; 9.696 ; 9.833 ; 9.852 ; 9.488 ; 9.585 ; 9.980 ; 10.824 ; 297.229 ; 277.374 ; 310.213 ; 302.718 ; 309.656 ; 308.317 ; 320.236 ; 335.476 ; 320.596 ; 316.377 ; 323.582 ; 354.137 
23;DVM;DESARROLLO VIAL DEL ORIENTE DE MEDELLÍN;PTO TRIUNFO; 157.971 ; 92.581 ; 126.686 ; 92.112 ; 102.676 ; 106.902 ; 107.472 ; 117.410 ; 98.061 ; 114.767 ; 112.728 ; 146.006 ; 4.979 ; 3.315 ; 3.283 ; 4.053 ; 3.319 ; 4.000 ; 3.900 ; 3.881 ; 3.450 ; 3.920 ; 3.889 ; 5.131 ; 169.702 ; 99.549 ; 126.966 ; 110.771 ; 106.053 ; 122.674 ; 128.324 ; 127.456 ; -   ; -   ; -   ; -   
24;FFA;FONTIBÓN - FACATATIVÁ - LOS ALPES;CORZO; 298.387 ; 264.622 ; 282.953 ; 270.446 ; 288.836 ; 279.452 ; 288.443 ; 299.599 ; 288.888 ; 301.450 ; 289.426 ; 307.317 ; 9.977 ; 9.646 ; 9.506 ; 9.590 ; 9.712 ; 9.688 ; 9.968 ; 9.773 ; 9.450 ; 9.641 ; 9.624 ; 9.938 ; 309.681 ; 267.127 ; 296.647 ; 273.396 ; 294.099 ; 288.437 ; 308.166 ; 303.272 ; 293.726 ; 304.566 ; 292.525 ; 314.172 
25;FFA;FONTIBÓN - FACATATIVÁ - LOS ALPES;RIO BOGOTA; 714.286 ; 711.530 ; 740.442 ; 735.962 ; 760.224 ; 739.632 ; 750.798 ; 770.933 ; 746.908 ; 767.333 ; 743.670 ; 813.290 ; 23.510 ; 24.795 ; 25.076 ; 25.071 ; 25.069 ; 25.317 ; 25.378 ; 25.362 ; 24.978 ; 25.219 ; 25.709 ; 27.340 ; 743.777 ; 708.900 ; 792.520 ; 728.417 ; 804.820 ; 796.714 ; 799.442 ; 819.476 ; 791.831 ; 817.909 ; 797.097 ; 883.196 
26;MVM;MALLA VIAL DEL META;IRACA; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
27;MVM;MALLA VIAL DEL META;LA LIBERTAD; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
28;MVM;MALLA VIAL DEL META;OCOA; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
29;MVM;MALLA VIAL DEL META;PUENTE AMARILLO; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
30;MVM;MALLA VIAL DEL META;VERACRUZ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
31;NEG;NEIVA - ESPINAL - GIRARDOT;EL PATA; -   ; -   ; -   ; -   ; -   ; 41.298 ; 122.051 ; 110.620 ; 97.886 ; 115.023 ; 109.246 ; 139.593 ;; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
32;NEG;NEIVA - ESPINAL - GIRARDOT;FLANDES; -   ; -   ; -   ; -   ; -   ; 55.020 ; 159.841 ; 150.264 ; 138.367 ; 158.030 ; 152.202 ; 182.920 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
33;NEG;NEIVA - ESPINAL - GIRARDOT;NEIVA; -   ; -   ; -   ; -   ; -   ; 64.054 ; 208.313 ; 175.043 ; 156.165 ; 183.619 ; 171.610 ; 218.517 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
34;SMP;SANTA MARTA-RIOHACHA-PARAGUACHÓN;ALTO PINO; 78.230 ; 68.291 ; 77.989 ; 71.805 ; 83.063 ; 77.763 ; 79.065 ; 75.793 ; 74.170 ; 78.084 ; 83.090 ; 96.055 ; 2.743 ; 2.692 ; 2.794 ; 2.773 ; 3.079 ; 2.928 ; 3.048 ; 3.061 ; 3.090 ; 3.073 ; 2.988 ; 3.591 ; 181.820 ; 130.604 ; 154.935 ; 143.557 ; 145.362 ; 149.184 ; 156.102 ; 153.731 ; 140.036 ; 149.186 ; 142.114 ; 164.997 
35;SMP;SANTA MARTA-RIOHACHA-PARAGUACHÓN;EL EBANAL; 76.405 ; 59.804 ; 72.422 ; 59.611 ; 58.418 ; 64.022 ; 72.289 ; 68.281 ; 66.594 ; 71.597 ; 69.316 ; 78.334 ; 2.674 ; 2.279 ; 2.186 ; 2.448 ; 2.095 ; 2.330 ; 2.395 ; 2.283 ; 2.263 ; 2.379 ; 2.336 ; 2.702 ; 87.311 ; 65.127 ; 80.070 ; 71.488 ; 68.998 ; 72.526 ; 80.554 ; 75.638 ; 70.850 ; 73.013 ; 70.929 ; 86.845 
36;SMP;SANTA MARTA-RIOHACHA-PARAGUACHÓN;NEGUANJE; 138.334 ; 80.663 ; 106.330 ; 76.665 ; 83.430 ; 87.445 ; 98.729 ; 94.514 ; 81.026 ; 87.771 ; 87.154 ; 109.153 ; 4.680 ; 3.006 ; 3.031 ; 3.578 ; 2.899 ; 3.197 ; 3.407 ; 3.156 ; 2.817 ; 3.181 ; 3.139 ; 3.857 ; 152.394 ; 87.451 ; 119.406 ; 97.084 ; 92.582 ; 101.627 ; 119.640 ; 115.612 ; 98.122 ; 102.014 ; 103.792 ; 129.463 
37;SMP;SANTA MARTA-RIOHACHA-PARAGUACHÓN;PARAGUACHON; 29.217 ; 29.308 ; 33.678 ; 32.501 ; 35.310 ; 35.470 ; 43.485 ; 51.105 ; 52.437 ; 56.258 ; 56.877 ; 61.276 ; 1.930 ; 1.938 ; 1.829 ; 1.817 ; 1.720 ; 1.752 ; 1.988 ; 2.271 ; 2.297 ; 2.300 ; 2.426 ; 2.884 ; 77.902 ; 63.791 ; 59.363 ; 58.706 ; 53.101 ; 52.875 ; 64.956 ; 64.174 ; 61.102 ; 64.745 ; 65.382 ; 89.188 
38;MVC;MALLA VIAL DEL VALLE DEL CAUCA Y CAUCA;CENCAR; 193.386 ; 187.246 ; 192.522 ; 182.076 ; 191.077 ; 189.967 ; 194.543 ; 196.328 ; 187.201 ; 190.355 ; 189.018 ; 214.907 ; 5.980 ; 6.208 ; 6.166 ; 5.995 ; 6.095 ; 6.370 ; 6.155 ; 6.161 ; 5.830 ; 5.704 ; 6.005 ; 6.586 ; 177.434 ; 163.238 ; 181.611 ; 176.809 ; 184.195 ; 183.256 ; 188.432 ; 193.895 ; 187.396 ; 195.956 ; -   ; -   
39;MVC;MALLA VIAL DEL VALLE DEL CAUCA Y CAUCA;CERRITO; 478.917 ; 371.470 ; 441.557 ; 378.349 ; 412.094 ; 401.170 ; 450.448 ; 450.908 ; 406.256 ; 437.743 ; 432.429 ; 516.584 ; 15.957 ; 13.686 ; 13.626 ; 15.230 ; 13.285 ; 14.443 ; 15.298 ; 14.964 ; 14.092 ; 14.595 ; 14.713 ; 17.402 ; 513.915 ; 393.678 ; 477.566 ; 429.964 ; 425.268 ; 448.723 ; 486.448 ; 474.464 ; 436.729 ; 469.474 ; -   ; -   
40;MVC;MALLA VIAL DEL VALLE DEL CAUCA Y CAUCA;CIAT; 290.790 ; 263.613 ; 284.751 ; 275.667 ; 291.319 ; 287.072 ; 306.187 ; 307.524 ; 292.953 ; 305.690 ; 303.109 ; 350.669 ; 10.253 ; 10.020 ; 9.963 ; 9.843 ; 10.311 ; 10.223 ; 10.369 ; 10.312 ; 10.010 ; 10.048 ; 10.282 ; 11.663 ; 323.527 ; 286.893 ; 313.297 ; 310.079 ; 318.460 ; 311.339 ; 325.536 ; 329.820 ; 314.719 ; 330.766 ; -   ; -   
41;MVC;MALLA VIAL DEL VALLE DEL CAUCA Y CAUCA;ESTAMBUL; 425.420 ; 395.937 ; 425.982 ; 412.043 ; 439.171 ; 444.898 ; 482.301 ; 468.952 ; 444.007 ; 462.926 ; 462.372 ; 524.790 ; 15.189 ; 14.918 ; 15.068 ; 14.949 ; 15.083 ; 15.556 ; 15.791 ; 15.644 ; 14.505 ; 14.172 ; 14.937 ; 16.874 ; 469.229 ; 423.858 ; 472.464 ; 452.376 ; 467.533 ; 460.400 ; 488.886 ; 487.530 ; 462.452 ; 489.194 ; -   ; -   
42;MVC;MALLA VIAL DEL VALLE DEL CAUCA Y CAUCA;MEDIACANOA; 247.748 ; 200.820 ; 236.395 ; 202.887 ; 218.899 ; 198.428 ; 211.955 ; 238.032 ; 211.373 ; 227.279 ; 222.578 ; 232.527 ; 7.613 ; 6.868 ; 6.713 ; 7.137 ; 6.304 ; 7.069 ; 7.470 ; 7.225 ; 6.710 ; 6.959 ; 7.089 ; 7.212 ; 229.284 ; 190.692 ; 222.354 ; 201.573 ; 201.855 ; 208.400 ; 227.783 ; 228.275 ; 203.337 ; 216.892 ; -   ; -   
43;MVC;MALLA VIAL DEL VALLE DEL CAUCA Y CAUCA;PASO DE LA TORRE; 25.437 ; 22.339 ; 24.585 ; 24.152 ; 25.983 ; 26.254 ; 29.884 ; 26.939 ; 26.701 ; 27.635 ; 25.843 ; 30.527 ; 910 ; 876 ; 859 ; 911 ; 845 ; 912 ; 946 ; 885 ; 858 ; 893 ; 926 ; 1.079 ; 28.642 ; 26.527 ; 30.714 ; 30.514 ; 27.657 ; 27.886 ; 29.668 ; 29.391 ; 27.646 ; 29.843 ; -   ; -   
44;MVC;MALLA VIAL DEL VALLE DEL CAUCA Y CAUCA;ROZO; 118.214 ; 95.641 ; 109.865 ; 98.059 ; 108.318 ; 107.063 ; 121.019 ; 114.292 ; 104.970 ; 111.438 ; 110.209 ; 128.032 ; 3.952 ; 3.493 ; 3.566 ; 3.782 ; 3.608 ; 3.803 ; 3.936 ; 3.824 ; 3.580 ; 3.691 ; 3.850 ; 4.327 ; 126.205 ; 100.832 ; 116.331 ; 110.936 ; 109.066 ; 112.361 ; 121.203 ; 118.181 ; 109.342 ; 117.288 ; -   ; -   
45;MVC;MALLA VIAL DEL VALLE DEL CAUCA Y CAUCA;TUNIA; 239.447 ; 183.591 ; 226.546 ; 186.438 ; 201.084 ; 133.276 ; 214.002 ; 225.164 ; 199.745 ; 212.793 ; 214.318 ; 246.716 ; 7.992 ; 6.511 ; 6.465 ; 7.554 ; 6.585 ; 7.120 ; 7.620 ; 7.356 ; 6.826 ; 6.705 ; 6.036 ; 8.281 ; 257.357 ; 185.831 ; 235.556 ; 214.390 ; 208.193 ; 218.417 ; 241.636 ; 229.114 ; 211.439 ; 228.591 ; -   ; -   
46;MVC;MALLA VIAL DEL VALLE DEL CAUCA Y CAUCA;VILLARICA; 330.247 ; 272.409 ; 321.510 ; 277.106 ; 295.280 ; 237.760 ; 318.263 ; 330.214 ; 300.347 ; 316.619 ; 316.328 ; 364.238 ; 11.275 ; 9.744 ; 9.685 ; 10.781 ; 9.893 ; 10.477 ; 10.993 ; 10.784 ; 10.256 ; 10.200 ; 9.201 ; 12.101 ; 362.643 ; 280.022 ; 343.165 ; 317.608 ; 315.641 ; 322.113 ; 351.726 ; 341.067 ; 320.338 ; 342.988 ; -   ; -   
47;AMC;ÁREA METROPOLITANA DE CÚCUTA Y NORTE DE SANTANDER;EL ESCOBAL; 66.963 ; 71.955 ; 71.917 ; 75.100 ; 75.916 ; 71.642 ; 79.769 ; 87.755 ; 93.932 ; 95.902 ; 92.443 ; 101.253 ; 2.857 ; 3.123 ; 3.169 ; 2.996 ; 2.972 ; 3.011 ; 3.115 ; 3.276 ; 3.421 ; 3.399 ; 3.413 ; 3.630 ; 93.452 ; 96.997 ; 108.377 ; 109.868 ; 109.740 ; 106.294 ; 114.685 ; 118.786 ; 116.398 ; 121.039 ; 121.283 ; 137.281 
48;AMC;ÁREA METROPOLITANA DE CÚCUTA Y NORTE DE SANTANDER;LA PARADA; 332.881 ; 343.622 ; 355.894 ; 366.972 ; 374.540 ; 352.280 ; 381.386 ; 418.040 ; 457.070 ; 453.551 ; 431.108 ; 462.565 ; 13.189 ; 14.590 ; 14.790 ; 13.679 ; 13.983 ; 14.010 ; 14.441 ; 15.249 ; 15.601 ; 14.901 ; 15.647 ; 17.109 ; 454.683 ; 454.425 ; 487.234 ; 498.338 ; 511.312 ; 486.228 ; 515.520 ; 534.735 ; 544.885 ; 552.355 ; 541.036 ; 611.385 
